OrderID,OrderDate,Region,Category,Sales,Profit,CustomerID,Year,Month
ORD5439,2023-10-11,Asia,Office Supplies,492.45,-43.37,CUST603,2023,October
ORD7532,2023-08-25,Europe,Technology,346.43,34.58,CUST603,2023,August
ORD5261,2022-10-16,USA,Furniture,282.89,54.86,CUST742,2022,October
ORD1420,2022-01-05,Europe,Office Supplies,243.22,43.24,CUST604,2022,January
ORD8130,2022-04-16,USA,Office Supplies,282.98,-70.21,CUST313,2022,April
ORD3493,2022-01-29,Europe,Furniture,54.36,7.14,CUST604,2022,January
ORD6504,2023-01-11,Europe,Technology,418.82,-6.53,CUST604,2023,January
ORD1847,2023-12-31,USA,Furniture,283.82,-6.05,CUST734,2023,December
ORD6859,2023-08-31,Europe,Furniture,388.79,5.48,CUST604,2023,August
ORD6974,2022-06-13,Europe,Office Supplies,12.54,-0.5,CUST604,2022,June
ORD7252,2023-07-11,Unknown,Office Supplies,113.22,9.69,CUST604,2023,July
ORD7983,2023-11-24,USA,Furniture,283.88,4.09,CUST916,2023,November
ORD1084,2022-09-09,Europe,Technology,213.02,27.33,CUST605,2022,September
ORD1336,2023-07-01,Europe,Furniture,289.1,-76.85,CUST605,2023,July
ORD2201,2022-05-24,Europe,Office Supplies,465.18,-13.32,CUST605,2022,May
ORD3622,2023-07-16,USA,Office Supplies,284.03,62.17,CUST792,2023,July
ORD7749,2023-06-20,Asia,Technology,49.4,8.68,CUST605,2023,June
ORD7881,2023-11-01,Asia,Technology,387.28,-49.46,CUST605,2023,November
ORD8221,2022-08-14,Europe,Technology,26.97,1.09,CUST605,2022,August
ORD8407,2022-07-18,Europe,Furniture,389.57,-38.69,CUST605,2022,July
ORD2070,2023-02-15,Asia,Technology,320.92,-53.81,CUST606,2023,February
ORD2875,2023-12-26,Asia,Furniture,342.68,-35.15,CUST606,2023,December
ORD2936,2022-10-28,Asia,Furniture,245.71,-59.47,CUST606,2022,October
ORD3918,2022-01-26,Asia,Technology,492.81,-115.01,CUST606,2022,January
ORD4177,2023-10-31,Europe,Furniture,443.1,-103.21,CUST606,2023,October
ORD4195,2023-10-27,Europe,Technology,120.0,21.13,CUST606,2023,October
ORD4618,2022-01-31,Europe,Office Supplies,354.75,-40.51,CUST606,2022,January
ORD5273,2023-02-08,Asia,Furniture,272.96,-50.26,CUST606,2023,February
ORD1367,2023-07-24,USA,Office Supplies,284.79,83.76,CUST262,2023,July
ORD7569,2023-11-30,Asia,Technology,77.23,4.98,CUST606,2023,November
ORD2071,2022-10-16,USA,Office Supplies,284.91,-5.77,CUST102,2022,October
ORD3748,2023-02-05,USA,Technology,285.08,-48.57,CUST602,2023,February
ORD3187,2023-11-07,USA,Technology,285.26,24.6,CUST883,2023,November
ORD5152,2022-07-13,Asia,Furniture,137.53,28.18,CUST607,2022,July
ORD5830,2022-12-22,Europe,Technology,314.71,37.6,CUST607,2022,December
ORD7321,2022-12-06,Europe,Office Supplies,254.33,62.68,CUST607,2022,December
ORD6719,2022-01-12,USA,Technology,285.36,32.0,CUST761,2022,January
ORD8226,2022-03-29,Europe,Technology,256.67,-73.73,CUST607,2022,March
ORD1508,2022-02-12,Unknown,Office Supplies,88.03,25.54,CUST608,2022,February
ORD2705,2023-11-18,Asia,Furniture,365.27,-89.72,CUST608,2023,November
ORD3043,2023-07-29,Europe,Furniture,185.1,-22.77,CUST608,2023,July
ORD3098,2022-10-31,Unknown,Technology,11.52,-2.23,CUST608,2022,October
ORD4190,2022-12-27,Asia,Furniture,434.0,80.89,CUST608,2022,December
ORD4862,2023-04-01,Asia,Technology,32.66,-0.98,CUST608,2023,April
ORD6208,2022-05-29,Europe,Furniture,462.76,-44.63,CUST608,2022,May
ORD6587,2023-12-01,Asia,Technology,342.65,58.75,CUST608,2023,December
ORD8017,2022-08-21,Asia,Furniture,494.09,-54.07,CUST608,2022,August
ORD8173,2023-02-26,Europe,Office Supplies,25.75,6.21,CUST608,2023,February
ORD2214,2023-10-06,Asia,Technology,42.99,-5.82,CUST609,2023,October
ORD8436,2023-05-18,USA,Technology,285.49,65.69,CUST338,2023,May
ORD7768,2022-04-22,USA,Technology,285.75,30.9,CUST763,2022,April
ORD7129,2022-08-08,USA,Office Supplies,285.91,49.95,CUST434,2022,August
ORD6592,2023-08-14,USA,Office Supplies,285.93,85.73,CUST634,2023,August
ORD5983,2023-10-12,Asia,Furniture,318.73,-93.41,CUST609,2023,October
ORD2386,2022-04-18,USA,Technology,286.34,54.18,CUST891,2022,April
ORD6292,2022-03-28,Unknown,Furniture,314.69,-21.26,CUST609,2022,March
ORD8385,2022-07-26,Asia,Technology,257.6,72.99,CUST609,2022,July
ORD4153,2022-02-04,Asia,Office Supplies,85.65,24.65,CUST610,2022,February
ORD5206,2023-01-25,Asia,Technology,480.64,69.5,CUST610,2023,January
ORD8998,2022-12-08,Asia,Office Supplies,281.08,36.24,CUST610,2022,December
ORD3199,2023-10-24,Europe,Furniture,388.11,-9.96,CUST611,2023,October
ORD3316,2023-12-03,Asia,Technology,318.19,-75.43,CUST611,2023,December
ORD6262,2023-05-26,Europe,Technology,180.94,10.65,CUST611,2023,May
ORD3131,2023-11-01,USA,Technology,287.77,-39.23,CUST373,2023,November
ORD6868,2023-07-12,USA,Office Supplies,288.35,-46.05,CUST290,2023,July
ORD4763,2023-02-02,USA,Office Supplies,288.37,-43.78,CUST433,2023,February
ORD7966,2022-04-17,Asia,Furniture,440.36,-119.6,CUST611,2022,April
ORD4772,2023-06-25,USA,Office Supplies,288.76,-65.38,CUST849,2023,June
ORD2924,2022-03-25,USA,Technology,288.79,-84.29,CUST848,2022,March
ORD3090,2023-03-26,Asia,Furniture,326.17,-83.37,CUST612,2023,March
ORD3360,2022-04-20,Europe,Technology,347.36,48.06,CUST612,2022,April
ORD3425,2023-11-21,Asia,Office Supplies,43.35,-7.45,CUST612,2023,November
ORD3625,2023-02-11,Europe,Technology,348.66,11.96,CUST612,2023,February
ORD4512,2023-03-19,Asia,Technology,40.52,6.37,CUST612,2023,March
ORD7856,2023-08-02,USA,Office Supplies,289.31,-82.38,CUST931,2023,August
ORD5854,2022-02-17,USA,Office Supplies,289.54,-4.53,CUST635,2022,February
ORD7121,2023-05-18,Unknown,Furniture,396.64,-50.12,CUST612,2023,May
ORD7972,2022-09-04,Europe,Furniture,60.17,5.99,CUST612,2022,September
ORD5098,2022-07-31,USA,Furniture,289.58,-51.13,CUST775,2022,July
ORD2260,2022-10-12,Europe,Office Supplies,275.35,8.73,CUST613,2022,October
ORD6124,2022-10-06,Asia,Technology,369.53,54.06,CUST613,2022,October
ORD4652,2023-07-15,USA,Technology,289.81,17.58,CUST899,2023,July
ORD8688,2023-03-26,Asia,Furniture,494.18,-120.27,CUST613,2023,March
ORD7035,2022-06-05,USA,Technology,289.92,-40.78,CUST706,2022,June
ORD2276,2023-05-15,Asia,Furniture,303.01,0.45,CUST614,2023,May
ORD4599,2022-10-22,USA,Office Supplies,290.0,-70.88,CUST344,2022,October
ORD3752,2022-02-16,Asia,Technology,168.51,-28.97,CUST614,2022,February
ORD5765,2023-08-09,USA,Technology,290.01,51.94,CUST261,2023,August
ORD5118,2023-01-14,USA,Office Supplies,290.32,-79.79,CUST960,2023,January
ORD1414,2023-03-20,USA,Office Supplies,290.51,43.89,CUST927,2023,March
ORD7694,2022-04-16,Unknown,Office Supplies,53.72,-13.1,CUST614,2022,April
ORD7885,2022-03-15,Asia,Furniture,416.44,-100.69,CUST614,2022,March
ORD5467,2022-03-29,USA,Technology,290.53,-44.58,CUST196,2022,March
ORD1817,2022-07-02,Europe,Office Supplies,364.63,-92.07,CUST615,2022,July
ORD8867,2022-11-10,USA,Furniture,291.21,-15.44,CUST463,2022,November
ORD4496,2023-05-14,USA,Furniture,291.33,40.49,CUST297,2023,May
ORD2606,2023-11-12,Europe,Office Supplies,341.46,82.04,CUST615,2023,November
ORD3959,2022-02-09,Europe,Office Supplies,476.87,-21.76,CUST615,2022,February
ORD3572,2022-10-15,USA,Technology,291.78,16.19,CUST547,2022,October
ORD6634,2022-08-12,Asia,Technology,42.28,9.93,CUST615,2022,August
ORD7327,2022-04-19,Asia,Technology,438.08,32.81,CUST615,2022,April
ORD7712,2022-06-20,Asia,Technology,96.17,-26.43,CUST615,2022,June
ORD8517,2022-04-05,USA,Furniture,291.99,-5.88,CUST653,2022,April
ORD4008,2022-12-30,USA,Technology,292.38,35.08,CUST174,2022,December
ORD4492,2023-02-11,Asia,Office Supplies,312.46,-14.05,CUST616,2023,February
ORD4923,2023-08-03,Asia,Office Supplies,124.15,-28.4,CUST616,2023,August
ORD7193,2022-12-11,Europe,Office Supplies,398.81,83.78,CUST616,2022,December
ORD1018,2023-10-24,Asia,Office Supplies,78.93,1.51,CUST617,2023,October
ORD1023,2023-01-21,Europe,Technology,22.91,-0.86,CUST617,2023,January
ORD1689,2022-12-24,Asia,Technology,54.25,0.08,CUST617,2022,December
ORD4973,2022-09-12,Europe,Office Supplies,263.52,61.62,CUST617,2022,September
ORD6367,2023-08-11,Asia,Technology,247.28,56.93,CUST617,2023,August
ORD6573,2022-11-27,Europe,Office Supplies,260.24,-42.7,CUST617,2022,November
ORD6861,2023-07-20,Asia,Office Supplies,316.89,-39.3,CUST617,2023,July
ORD7160,2023-06-04,Asia,Office Supplies,376.23,22.27,CUST617,2023,June
ORD7317,2023-11-13,Europe,Office Supplies,414.76,83.24,CUST617,2023,November
ORD8063,2023-09-04,Asia,Furniture,222.06,29.9,CUST617,2023,September
ORD3659,2022-08-12,USA,Office Supplies,292.6,-79.9,CUST150,2022,August
ORD2116,2023-04-05,Europe,Technology,337.53,-28.51,CUST618,2023,April
ORD3139,2023-04-04,Europe,Technology,190.6,-43.83,CUST618,2023,April
ORD3594,2023-09-23,Asia,Office Supplies,169.43,-49.03,CUST618,2023,September
ORD4378,2022-01-31,Asia,Technology,66.82,-9.11,CUST618,2022,January
ORD6215,2022-01-06,Europe,Furniture,416.88,-3.75,CUST618,2022,January
ORD6680,2022-06-30,Europe,Technology,343.25,-58.38,CUST618,2022,June
ORD4088,2022-09-27,USA,Furniture,292.61,-19.7,CUST795,2022,September
ORD8189,2022-09-23,Asia,Technology,225.3,-8.13,CUST618,2022,September
ORD8275,2022-03-29,Europe,Technology,174.6,43.1,CUST618,2022,March
ORD8957,2023-02-25,Europe,Office Supplies,266.37,65.99,CUST618,2023,February
ORD4152,2022-11-20,USA,Furniture,292.65,3.4,CUST300,2022,November
ORD2934,2023-04-05,Asia,Furniture,427.05,56.55,CUST619,2023,April
ORD8724,2023-10-19,USA,Technology,293.14,20.5,CUST976,2023,October
ORD4225,2022-11-14,Unknown,Furniture,342.17,-92.64,CUST619,2022,November
ORD6665,2023-09-10,USA,Technology,293.25,41.43,CUST660,2023,September
ORD6957,2022-11-01,USA,Furniture,293.47,69.52,CUST390,2022,November
ORD4058,2023-09-21,USA,Office Supplies,293.74,-54.9,CUST212,2023,September
ORD1068,2022-01-02,USA,Furniture,293.85,-43.99,CUST538,2022,January
ORD2961,2023-05-12,Asia,Technology,90.23,-24.8,CUST620,2023,May
ORD3655,2023-05-30,Asia,Office Supplies,220.79,-35.94,CUST620,2023,May
ORD3838,2023-05-07,Europe,Office Supplies,225.41,14.05,CUST620,2023,May
ORD1501,2023-11-22,USA,Office Supplies,293.89,-43.82,CUST128,2023,November
ORD4603,2023-07-21,Unknown,Office Supplies,346.67,-91.62,CUST620,2023,July
ORD5203,2023-03-29,Europe,Technology,38.91,3.77,CUST620,2023,March
ORD5367,2022-06-25,Asia,Office Supplies,73.61,-12.38,CUST620,2022,June
ORD5677,2023-04-24,Asia,Technology,359.4,25.77,CUST620,2023,April
ORD7407,2023-01-23,Asia,Technology,42.77,11.26,CUST620,2023,January
ORD7802,2023-01-26,Asia,Furniture,14.41,2.54,CUST620,2023,January
ORD8306,2022-08-09,Europe,Furniture,302.81,57.3,CUST620,2022,August
ORD6299,2023-08-01,USA,Furniture,293.93,-19.89,CUST309,2023,August
ORD4359,2023-07-13,USA,Office Supplies,294.09,-3.76,CUST408,2023,July
ORD1624,2022-08-05,Asia,Office Supplies,103.83,-26.67,CUST621,2022,August
ORD3475,2022-08-15,Europe,Furniture,442.66,-41.5,CUST621,2022,August
ORD5914,2022-07-03,USA,Furniture,294.3,-26.08,CUST795,2022,July
ORD6444,2022-11-23,Asia,Furniture,484.95,-106.41,CUST621,2022,November
ORD1525,2022-07-15,USA,Technology,294.53,67.96,CUST155,2022,July
ORD6887,2022-07-31,Europe,Furniture,173.67,-29.97,CUST621,2022,July
ORD8089,2022-12-23,USA,Furniture,294.54,-50.84,CUST294,2022,December
ORD8227,2023-08-07,USA,Office Supplies,295.02,55.65,CUST850,2023,August
ORD7204,2023-06-14,Europe,Office Supplies,375.05,10.24,CUST621,2023,June
ORD8964,2023-03-14,Europe,Furniture,451.1,61.03,CUST621,2023,March
ORD1588,2022-07-05,Unknown,Office Supplies,219.14,-51.9,CUST622,2022,July
ORD2810,2022-05-23,Asia,Technology,13.01,-2.11,CUST622,2022,May
ORD6621,2023-03-07,USA,Technology,295.21,-38.51,CUST934,2023,March
ORD3469,2023-05-25,USA,Furniture,295.45,46.27,CUST580,2023,May
ORD8719,2023-08-02,Europe,Furniture,164.33,44.66,CUST622,2023,August
ORD1872,2023-04-19,Europe,Office Supplies,318.85,34.48,CUST623,2023,April
ORD2861,2023-12-24,Asia,Furniture,368.2,104.65,CUST623,2023,December
ORD3569,2023-11-24,Asia,Office Supplies,160.96,-16.78,CUST623,2023,November
ORD8546,2022-11-19,USA,Office Supplies,295.51,52.41,CUST635,2022,November
ORD4904,2022-01-03,Asia,Furniture,334.31,-82.55,CUST623,2022,January
ORD5027,2023-02-05,Europe,Office Supplies,391.93,41.57,CUST623,2023,February
ORD6938,2022-11-20,Asia,Technology,185.59,23.14,CUST623,2022,November
ORD6770,2023-11-02,USA,Office Supplies,295.56,53.55,CUST514,2023,November
ORD6972,2023-06-25,USA,Technology,295.76,-9.54,CUST996,2023,June
ORD8420,2023-11-20,Europe,Furniture,113.19,-10.89,CUST623,2023,November
ORD2731,2023-08-07,Europe,Office Supplies,240.61,18.45,CUST624,2023,August
ORD5738,2023-10-12,USA,Technology,296.36,33.47,CUST880,2023,October
ORD7214,2022-06-28,Asia,Furniture,441.8,121.25,CUST624,2022,June
ORD7533,2023-11-19,Europe,Technology,298.96,-56.28,CUST624,2023,November
ORD5539,2022-09-04,USA,Furniture,296.49,-70.87,CUST483,2022,September
ORD1873,2022-01-28,USA,Technology,296.6,-17.56,CUST479,2022,January
ORD4398,2023-06-26,Asia,Furniture,208.05,-26.08,CUST625,2023,June
ORD4700,2023-03-07,Asia,Office Supplies,474.66,89.59,CUST625,2023,March
ORD6693,2022-03-29,USA,Furniture,296.84,63.52,CUST906,2022,March
ORD4925,2023-07-14,Europe,Office Supplies,417.41,-115.79,CUST625,2023,July
ORD5301,2022-12-11,Asia,Furniture,270.05,54.85,CUST625,2022,December
ORD2942,2023-09-22,USA,Technology,297.06,11.77,CUST351,2023,September
ORD3268,2023-03-29,USA,Office Supplies,297.16,41.77,CUST115,2023,March
ORD1910,2022-04-19,Europe,Office Supplies,396.3,70.72,CUST626,2022,April
ORD3006,2022-11-04,Asia,Office Supplies,331.44,20.01,CUST626,2022,November
ORD3849,2022-11-01,Asia,Technology,456.51,-8.96,CUST626,2022,November
ORD4229,2022-08-21,Asia,Technology,114.02,-27.63,CUST626,2022,August
ORD4043,2023-03-30,USA,Furniture,297.58,74.28,CUST421,2023,March
ORD8392,2023-05-28,Asia,Office Supplies,496.69,-75.5,CUST626,2023,May
ORD8761,2022-08-29,Europe,Technology,84.47,9.16,CUST626,2022,August
ORD3640,2023-02-17,Europe,Technology,310.34,38.43,CUST627,2023,February
ORD4296,2023-06-24,Europe,Furniture,369.01,42.55,CUST627,2023,June
ORD6742,2022-07-04,USA,Technology,297.89,-73.2,CUST178,2022,July
ORD1547,2023-01-04,USA,Office Supplies,298.27,28.23,CUST216,2023,January
ORD4936,2022-11-07,Asia,Furniture,214.86,13.48,CUST627,2022,November
ORD4946,2022-09-02,Asia,Furniture,12.08,-2.94,CUST627,2022,September
ORD6794,2022-01-22,Europe,Office Supplies,166.18,-6.07,CUST627,2022,January
ORD8864,2022-10-28,USA,Office Supplies,298.42,82.22,CUST847,2022,October
ORD7986,2022-09-30,Europe,Furniture,40.99,12.29,CUST627,2022,September
ORD2121,2022-04-16,Asia,Furniture,125.69,-35.19,CUST628,2022,April
ORD2253,2023-11-04,Europe,Technology,283.23,26.32,CUST628,2023,November
ORD6031,2023-02-03,Asia,Technology,71.86,6.65,CUST628,2023,February
ORD6830,2023-07-10,Europe,Technology,407.14,-79.83,CUST628,2023,July
ORD8230,2022-11-05,Asia,Furniture,450.67,21.61,CUST628,2022,November
ORD2268,2023-04-16,Asia,Furniture,81.21,-8.58,CUST629,2023,April
ORD4551,2022-01-01,Asia,Office Supplies,495.41,89.5,CUST629,2022,January
ORD5695,2022-07-20,Asia,Office Supplies,456.95,75.87,CUST629,2022,July
ORD7655,2023-08-16,Europe,Office Supplies,186.86,32.79,CUST629,2023,August
ORD1503,2023-09-05,Europe,Technology,484.77,67.38,CUST630,2023,September
ORD1822,2023-11-27,Europe,Furniture,317.19,-4.78,CUST630,2023,November
ORD2058,2023-05-15,Asia,Technology,350.18,-60.36,CUST630,2023,May
ORD8848,2022-10-27,USA,Office Supplies,298.43,-84.69,CUST368,2022,October
ORD4286,2022-04-15,Europe,Furniture,100.55,-16.91,CUST630,2022,April
ORD6008,2022-07-11,Asia,Office Supplies,210.1,-61.8,CUST630,2022,July
ORD8851,2022-08-13,USA,Furniture,298.84,34.99,CUST613,2022,August
ORD7830,2022-04-07,Europe,Technology,323.71,-43.78,CUST630,2022,April
ORD8193,2022-03-11,USA,Office Supplies,299.26,39.94,CUST882,2022,March
ORD1962,2022-07-13,USA,Furniture,299.3,83.08,CUST466,2022,July
ORD4752,2022-04-28,Europe,Office Supplies,377.26,48.02,CUST631,2022,April
ORD5988,2023-09-29,USA,Office Supplies,299.49,31.3,CUST343,2023,September
ORD1118,2022-07-20,Europe,Furniture,103.62,29.61,CUST632,2022,July
ORD5133,2022-09-11,USA,Technology,299.58,-27.34,CUST678,2022,September
ORD1411,2023-11-23,Asia,Furniture,426.52,72.55,CUST632,2023,November
ORD2166,2023-12-11,Europe,Technology,266.13,-74.17,CUST632,2023,December
ORD2415,2023-10-17,Asia,Office Supplies,211.58,-13.75,CUST632,2023,October
ORD3823,2023-06-17,Europe,Office Supplies,271.99,80.84,CUST632,2023,June
ORD4466,2023-11-16,Europe,Furniture,211.71,-62.1,CUST632,2023,November
ORD4751,2022-02-18,Asia,Furniture,104.9,-30.01,CUST632,2022,February
ORD5030,2023-08-03,Europe,Furniture,492.53,31.47,CUST632,2023,August
ORD2022,2023-12-26,USA,Technology,299.75,-65.46,CUST945,2023,December
ORD5814,2022-12-17,Europe,Office Supplies,294.0,12.27,CUST632,2022,December
ORD8287,2022-06-18,Asia,Furniture,130.61,35.49,CUST632,2022,June
ORD8320,2022-12-02,Asia,Office Supplies,218.46,-16.28,CUST632,2022,December
ORD8379,2022-08-14,Europe,Technology,12.15,0.26,CUST632,2022,August
ORD8987,2022-09-06,Europe,Office Supplies,232.11,22.03,CUST632,2022,September
ORD1729,2022-10-09,Europe,Furniture,355.24,80.53,CUST633,2022,October
ORD5204,2022-10-10,USA,Office Supplies,299.77,-69.73,CUST369,2022,October
ORD3135,2023-10-06,Europe,Office Supplies,114.06,21.56,CUST633,2023,October
ORD3836,2023-03-02,USA,Office Supplies,299.95,-3.91,CUST511,2023,March
ORD5877,2023-12-23,Europe,Technology,231.37,-56.9,CUST633,2023,December
ORD6821,2022-11-13,Asia,Furniture,188.96,-51.69,CUST633,2022,November
ORD7227,2023-03-08,Asia,Furniture,177.09,4.56,CUST633,2023,March
ORD1370,2023-09-18,Unknown,Furniture,17.26,-3.93,CUST634,2023,September
ORD4348,2023-09-04,Europe,Technology,70.61,-10.97,CUST634,2023,September
ORD4597,2023-05-23,Asia,Furniture,491.32,-126.97,CUST634,2023,May
ORD4604,2022-01-27,Asia,Furniture,53.66,-5.15,CUST634,2022,January
ORD6509,2022-04-06,Asia,Technology,352.52,35.57,CUST634,2022,April
ORD2232,2022-08-27,USA,Office Supplies,300.07,-46.51,CUST779,2022,August
ORD4977,2022-11-18,USA,Furniture,300.41,-4.61,CUST714,2022,November
ORD4261,2023-03-29,USA,Furniture,300.49,39.13,CUST497,2023,March
ORD3110,2022-12-02,Asia,Office Supplies,9.73,0.25,CUST635,2022,December
ORD3037,2022-10-31,USA,Furniture,301.02,-29.06,CUST951,2022,October
ORD6869,2022-07-12,Europe,Technology,245.9,-40.29,CUST635,2022,July
ORD4919,2023-05-07,USA,Furniture,301.03,-62.34,CUST621,2023,May
ORD8328,2023-06-05,Europe,Technology,233.24,-41.15,CUST635,2023,June
ORD4320,2023-02-12,USA,Furniture,301.14,12.63,CUST694,2023,February
ORD1048,2022-06-16,Europe,Office Supplies,178.21,-5.92,CUST636,2022,June
ORD1620,2023-05-15,Asia,Technology,23.79,-3.76,CUST636,2023,May
ORD3642,2022-04-18,Asia,Furniture,461.31,-132.05,CUST636,2022,April
ORD4893,2023-03-29,Europe,Technology,456.45,110.36,CUST636,2023,March
ORD6358,2023-04-02,Asia,Technology,17.99,-2.61,CUST636,2023,April
ORD8075,2023-06-08,Unknown,Technology,405.26,-45.64,CUST636,2023,June
ORD8983,2022-02-27,Europe,Furniture,242.77,68.14,CUST636,2022,February
ORD1088,2023-12-21,Europe,Furniture,243.44,-39.43,CUST637,2023,December
ORD3993,2023-10-07,USA,Office Supplies,301.6,56.33,CUST983,2023,October
ORD3146,2023-08-06,Europe,Furniture,9.82,0.64,CUST637,2023,August
ORD3417,2022-04-11,Europe,Office Supplies,174.9,-19.89,CUST637,2022,April
ORD2143,2022-05-17,USA,Furniture,301.92,-4.26,CUST414,2022,May
ORD7243,2022-04-21,Europe,Office Supplies,470.87,-65.22,CUST637,2022,April
ORD2406,2023-12-28,USA,Office Supplies,302.3,-55.63,CUST718,2023,December
ORD1111,2022-10-16,Asia,Technology,293.06,53.75,CUST638,2022,October
ORD2485,2022-09-23,Europe,Furniture,486.09,111.05,CUST638,2022,September
ORD5811,2023-03-27,Asia,Office Supplies,344.95,58.62,CUST638,2023,March
ORD6237,2022-09-04,USA,Furniture,303.21,87.38,CUST122,2022,September
ORD7626,2022-01-14,USA,Office Supplies,303.21,-80.13,CUST991,2022,January
ORD8739,2022-10-04,Asia,Technology,107.82,22.08,CUST638,2022,October
ORD1526,2023-05-16,Asia,Furniture,11.03,2.34,CUST639,2023,May
ORD6694,2022-05-09,USA,Technology,303.89,43.56,CUST236,2022,May
ORD3922,2022-02-13,Asia,Furniture,374.23,-107.19,CUST639,2022,February
ORD5333,2023-03-19,USA,Office Supplies,303.94,55.97,CUST126,2023,March
ORD6265,2023-05-25,Europe,Furniture,222.94,-6.08,CUST639,2023,May
ORD6729,2022-04-06,Asia,Furniture,480.23,46.5,CUST639,2022,April
ORD6888,2023-09-13,Europe,Office Supplies,28.51,2.03,CUST639,2023,September
ORD7072,2022-02-13,Europe,Technology,390.8,-75.27,CUST639,2022,February
ORD1067,2023-01-23,Asia,Office Supplies,33.71,4.39,CUST640,2023,January
ORD1949,2023-07-02,Unknown,Office Supplies,389.18,-85.8,CUST640,2023,July
ORD6382,2023-11-09,USA,Technology,304.29,76.92,CUST928,2023,November
ORD4233,2023-06-13,Europe,Office Supplies,209.68,-35.79,CUST640,2023,June
ORD5281,2023-07-28,Europe,Office Supplies,357.49,-24.37,CUST640,2023,July
ORD5683,2022-09-13,Asia,Technology,129.4,10.32,CUST640,2022,September
ORD8689,2023-08-09,USA,Technology,304.55,18.66,CUST376,2023,August
ORD8171,2022-05-09,Asia,Furniture,403.16,-111.3,CUST640,2022,May
ORD1076,2023-07-10,Europe,Technology,198.19,-54.67,CUST641,2023,July
ORD3277,2023-09-25,Europe,Furniture,376.06,63.85,CUST641,2023,September
ORD3899,2023-07-15,Europe,Technology,99.13,-2.89,CUST641,2023,July
ORD5898,2023-10-16,Unknown,Furniture,10.79,1.09,CUST641,2023,October
ORD4327,2023-02-24,USA,Furniture,304.9,-57.2,CUST545,2023,February
ORD1956,2023-10-08,USA,Furniture,305.01,-47.15,CUST431,2023,October
ORD5993,2023-05-31,USA,Office Supplies,305.1,66.46,CUST732,2023,May
ORD3148,2022-08-29,USA,Technology,305.34,3.95,CUST762,2022,August
ORD8253,2022-04-22,Unknown,Technology,184.55,12.7,CUST642,2022,April
ORD2658,2022-12-01,Europe,Office Supplies,289.09,69.97,CUST643,2022,December
ORD3060,2022-01-19,Europe,Office Supplies,136.9,-36.81,CUST643,2022,January
ORD3124,2023-10-31,Asia,Furniture,492.0,-137.68,CUST643,2023,October
ORD3664,2022-10-29,Europe,Furniture,347.16,-60.43,CUST643,2022,October
ORD3870,2023-02-27,Unknown,Technology,120.46,-25.47,CUST643,2023,February
ORD1671,2023-10-21,USA,Office Supplies,305.9,-75.62,CUST335,2023,October
ORD2332,2023-12-03,USA,Furniture,305.94,8.5,CUST363,2023,December
ORD7315,2023-11-11,Unknown,Technology,292.8,-76.46,CUST643,2023,November
ORD3808,2022-09-27,USA,Technology,305.99,-34.67,CUST946,2022,September
ORD5031,2023-12-10,USA,Technology,305.99,43.49,CUST619,2023,December
ORD1840,2023-10-07,Europe,Technology,405.07,-97.64,CUST644,2023,October
ORD2799,2022-01-02,Asia,Technology,189.35,35.2,CUST644,2022,January
ORD3331,2022-01-12,USA,Furniture,306.01,61.18,CUST513,2022,January
ORD4407,2023-10-08,Europe,Furniture,325.0,84.49,CUST644,2023,October
ORD2834,2022-03-25,USA,Office Supplies,306.16,-16.09,CUST991,2022,March
ORD2028,2023-07-28,USA,Technology,306.2,-44.14,CUST138,2023,July
ORD7433,2023-09-03,Asia,Office Supplies,274.0,-12.28,CUST644,2023,September
ORD7564,2022-10-25,USA,Furniture,306.22,-90.46,CUST540,2022,October
ORD1019,2022-11-05,Asia,Office Supplies,187.45,27.76,CUST645,2022,November
ORD2215,2022-09-21,USA,Furniture,306.73,14.3,CUST163,2022,September
ORD5015,2022-11-20,USA,Technology,306.74,61.22,CUST581,2022,November
ORD4112,2023-04-10,Europe,Office Supplies,252.49,4.03,CUST645,2023,April
ORD8198,2022-01-18,Asia,Technology,181.67,-26.96,CUST645,2022,January
ORD8725,2023-06-03,Europe,Office Supplies,440.98,55.69,CUST645,2023,June
ORD1245,2022-12-15,Unknown,Furniture,207.62,-59.28,CUST646,2022,December
ORD6286,2022-06-11,USA,Furniture,306.76,29.88,CUST578,2022,June
ORD6663,2023-08-12,USA,Technology,306.8,-27.35,CUST610,2023,August
ORD2737,2023-06-04,Europe,Furniture,229.25,-33.09,CUST646,2023,June
ORD5465,2022-05-15,Europe,Office Supplies,255.39,-44.09,CUST646,2022,May
ORD7846,2022-05-10,Europe,Technology,276.99,45.93,CUST646,2022,May
ORD1035,2023-11-13,Europe,Technology,453.46,78.83,CUST647,2023,November
ORD8974,2023-09-21,USA,Technology,307.04,51.85,CUST872,2023,September
ORD3609,2022-07-22,Europe,Office Supplies,61.31,-5.51,CUST647,2022,July
ORD3698,2023-02-09,Asia,Office Supplies,74.43,-21.04,CUST647,2023,February
ORD2042,2023-07-29,USA,Office Supplies,307.08,45.34,CUST657,2023,July
ORD8667,2022-06-08,USA,Furniture,307.09,-1.14,CUST641,2022,June
ORD7375,2023-05-14,Europe,Office Supplies,425.71,46.16,CUST647,2023,May
ORD8091,2023-03-19,Asia,Office Supplies,425.05,83.1,CUST647,2023,March
ORD1231,2022-05-03,Europe,Office Supplies,92.96,17.09,CUST648,2022,May
