OrderID,OrderDate,Region,Category,Sales,Profit,CustomerID
ORD5541,8/20/2023,asia ,Technology,441.14,70.5,CUST498
ORD6307,3/22/2023,Asia,Technology,425.93,-94.72,CUST498
ORD6334,7/27/2023,Europe,Technology,287.66,12.46,CUST498
ORD4928,3/31/2022,US,Office Supplies,222.52,2.58,CUST627
ORD2086,9/18/2022,EU,Office Supplies,408.52,119.07,CUST499
ORD2880,12/30/2022,EU,Technology,149.94,-13.46,CUST499
ORD2876,6/8/2022,US,Furniture,222.63,-31.37,CUST987
ORD2057,3/24/2023,USA,Office Supplies,222.69,23.77,CUST716
ORD6708,12/12/2023,asia ,Furniture,372.27,-107.34,CUST499
ORD7738,3/11/2023,EU,Furniture,332.95,68.11,CUST499
ORD1222,11/15/2023,USA,Furniture,222.95,20.42,CUST814
ORD8197,3/19/2023,USA,Office Supplies,223.04,2.64,CUST756
ORD4690,9/24/2023,USA,Furniture,223.83,60.71,CUST144
ORD2950,11/14/2023,Europe,Technology,160.88,33.9,CUST500
ORD5170,8/5/2023,USA,Furniture,224.06,-22.71,CUST776
ORD5170,8/5/2023,USA,Furniture,224.06,-22.71,CUST776
ORD8485,2/9/2023,Asia,Office Supplies,338.08,90.6,CUST500
ORD8872,7/13/2023,Europe,Furniture,489.4,19.67,CUST500
ORD1918,1/4/2023,EU,Office Supplies,236.71,-23.29,CUST501
ORD2742,7/18/2022,Europe,Furniture,314.8,71.05,CUST501
ORD2770,12/4/2022,USA,Furniture,224.21,-19.66,CUST451
ORD3038,3/10/2022,Europe,Furniture,90.05,5.59,CUST501
ORD4285,2/10/2022,EU,Office Supplies,388.7,46.11,CUST501
ORD5089,7/20/2023,EU,Office Supplies,157.64,7.05,CUST501
ORD5176,12/3/2022,Asia,Technology,63.67,-10.78,CUST501
ORD5443,7/24/2023,Asia,Technology,238.58,-50.99,CUST501
ORD6462,10/14/2022,asia ,Technology,281.96,-80.72,CUST501
ORD7859,9/1/2023,Europe,Furniture,487.94,-42.69,CUST501
ORD7989,11/27/2023,Europe,Office Supplies,297.88,66.66,CUST501
ORD4138,11/1/2023,USA,Furniture,224.41,18.11,CUST659
ORD1992,6/21/2022,Asia,Technology,183.4,-18.8,CUST502
ORD2444,6/8/2022,asia ,Furniture,242.41,7.81,CUST502
ORD3533,5/14/2023,US,Furniture,224.73,55.99,CUST139
ORD3965,11/19/2023,EU,Furniture,77.7,-15.85,CUST502
ORD5404,7/22/2022,Europe,Office Supplies,491.38,-36.09,CUST502
ORD7431,4/27/2022,Asia,Furniture,295.92,12.91,CUST502
ORD2739,1/27/2022,EU,Furniture,422.31,-32.51,CUST503
ORD4517,12/21/2023,Europe,Technology,315.31,-33.74,CUST503
ORD4759,7/12/2023,asia ,Office Supplies,,-52.04,CUST503
ORD5434,9/11/2023,Asia,Technology,108.69,20.02,CUST503
ORD6049,3/20/2023,EU,Technology,31.75,6.74,CUST503
ORD8421,1/15/2023,USA,Office Supplies,224.86,-22.68,CUST803
ORD6826,2/5/2023,EU,Technology,487.3,-103.38,CUST503
ORD7212,3/17/2023,asia ,Furniture,59.22,9.66,CUST503
ORD8487,7/12/2022,EU,Office Supplies,351.99,-85.46,CUST503
ORD1159,11/13/2023,Europe,Office Supplies,-453.8,-108.83,CUST504
ORD4264,6/23/2022,USA,Office Supplies,225.11,-64.89,CUST581
ORD4097,12/14/2023,US,Furniture,225.26,25.53,CUST912
ORD7964,1/11/2023,USA,Furniture,225.38,-10.71,CUST244
ORD6797,12/22/2022,US,Furniture,226.21,33.51,CUST151
ORD3650,7/5/2022,USA,Furniture,226.51,48.9,CUST348
ORD2853,12/22/2022,EU,Technology,364.74,56.71,CUST504
ORD3774,7/1/2023,USA,Technology,226.73,6.5,CUST401
ORD5272,4/22/2023,Europe,Technology,27.54,3.66,CUST504
ORD7251,1/9/2023,Europe,Furniture,435.71,112.78,CUST504
ORD7251,1/9/2023,Europe,Furniture,435.71,112.78,CUST504
ORD7810,1/16/2022,EU,Technology,232.69,-58.94,CUST504
ORD8734,10/8/2023,Asia,Office Supplies,311.13,52.71,CUST504
ORD1800,7/17/2023,asia ,Technology,480.44,10.76,CUST505
ORD2914,1/10/2023,Asia,Office Supplies,410.59,-13,CUST505
ORD7221,4/13/2023,US,Furniture,226.93,-30.52,CUST975
ORD3615,6/18/2023,Asia,Furniture,11.92,-1.21,CUST505
ORD5418,10/2/2022,US,Furniture,227.02,45.47,CUST427
ORD2753,9/30/2022,US,Office Supplies,227.22,-33.97,CUST578
ORD5037,10/9/2022,Asia,Technology,65.59,17.57,CUST505
ORD5319,2/7/2023,,Technology,415.69,18.42,CUST505
ORD1613,6/14/2022,US,Furniture,227.3,-57.03,CUST910
ORD6228,10/26/2022,asia ,Office Supplies,74.61,-9.57,CUST505
ORD1387,5/21/2023,Europe,Office Supplies,310.99,-2.89,CUST506
ORD2910,10/25/2022,US,Technology,227.32,-34.26,CUST803
ORD5562,6/24/2023,asia ,Furniture,307.42,-30.39,CUST506
ORD6328,5/18/2022,Europe,Office Supplies,28,0.82,CUST506
ORD7908,1/13/2022,EU,Furniture,365.63,77,CUST506
ORD8560,8/22/2023,EU,Technology,168.21,16.39,CUST506
ORD6429,2/3/2023,USA,Furniture,227.62,13.82,CUST847
ORD3352,4/11/2023,Asia,Furniture,402.69,24.97,CUST507
ORD5013,4/1/2022,EU,Office Supplies,329.15,-33.06,CUST507
ORD6065,8/30/2023,Europe,Office Supplies,131.72,6.33,CUST507
ORD7648,3/18/2023,asia ,Technology,399.74,95.73,CUST507
ORD2289,7/28/2022,Europe,Furniture,38.24,2.35,CUST508
ORD7862,10/25/2023,US,Office Supplies,227.68,-64.23,CUST404
ORD2796,11/4/2023,USA,Technology,228.05,-53.82,CUST377
ORD2919,1/16/2023,Europe,Office Supplies,277.42,-53.19,CUST508
ORD3027,6/22/2023,Europe,Office Supplies,32.55,1.73,CUST508
ORD3168,1/13/2023,Europe,Office Supplies,332.37,-32.16,CUST508
ORD3312,12/27/2022,asia ,Office Supplies,275.67,-6.71,CUST508
ORD3672,8/22/2022,,Furniture,74.82,2.95,CUST508
ORD1627,3/11/2022,US,Office Supplies,228.06,16.11,CUST676
ORD8804,12/13/2023,US,Furniture,228.51,27.97,CUST864
ORD5265,1/26/2023,EU,Office Supplies,207.64,9.22,CUST508
ORD5595,11/13/2022,EU,Office Supplies,441.65,75.79,CUST508
ORD5295,3/1/2023,US,Technology,228.83,10.28,CUST993
ORD6240,3/24/2022,Asia,Furniture,400.93,75.38,CUST508
ORD6925,3/24/2023,EU,Office Supplies,440.53,5.07,CUST508
ORD7657,3/10/2022,EU,Office Supplies,318.77,-78.68,CUST508
ORD7875,6/2/2023,asia ,Furniture,396.5,78.98,CUST508
ORD8360,8/9/2022,Asia,Furniture,146.68,14.91,CUST508
ORD8360,8/9/2022,Asia,Furniture,146.68,14.91,CUST508
ORD8532,9/24/2023,Europe,Technology,374.69,72.72,CUST508
ORD2197,11/1/2022,Asia,Office Supplies,229.77,2.27,CUST509
ORD8111,2/26/2023,USA,Technology,228.97,-0.94,CUST404
ORD8284,6/1/2023,USA,Furniture,229.3,-50.04,CUST664
ORD8181,3/22/2023,USA,Office Supplies,229.35,13.99,CUST887
ORD4454,6/14/2022,US,Office Supplies,229.41,44.57,CUST913
ORD8339,12/31/2022,US,Technology,229.55,-13.39,CUST994
ORD2697,4/9/2022,US,Furniture,229.6,-28.07,CUST544
ORD7190,1/4/2023,Europe,Technology,97.69,10.72,CUST509
ORD1114,8/19/2022,US,Technology,229.65,43.96,CUST867
ORD3243,6/1/2023,USA,Furniture,230.56,35.01,CUST360
ORD1049,10/1/2022,EU,Furniture,273.79,21.89,CUST510
ORD2345,1/11/2022,US,Furniture,230.57,5.89,CUST679
ORD2255,3/26/2022,USA,Furniture,230.58,-47.61,CUST876
ORD4391,12/29/2022,Asia,Furniture,-423.18,-74.53,CUST510
ORD4986,6/22/2022,Asia,Technology,140.46,-34.18,CUST510
ORD5169,5/21/2022,asia ,Furniture,196.1,12.53,CUST510
ORD7370,8/9/2022,USA,Office Supplies,231.17,-52.16,CUST670
ORD1158,8/1/2023,Asia,Office Supplies,429.47,-90.94,CUST511
ORD1344,4/22/2023,Asia,Technology,52.51,-12.82,CUST511
ORD1416,9/21/2022,EU,Technology,42.74,-2.01,CUST511
ORD1461,3/11/2023,EU,Furniture,405.02,21.19,CUST511
ORD2461,1/16/2022,asia ,Office Supplies,370.59,87.86,CUST511
ORD3105,12/30/2022,asia ,Office Supplies,61.79,6.36,CUST511
ORD4136,3/3/2022,US,Furniture,231.23,-56.96,CUST376
ORD3843,1/21/2022,,Furniture,192.19,38.47,CUST511
ORD4714,5/11/2023,Asia,Technology,333.32,39.84,CUST511
ORD5151,3/29/2022,Asia,Furniture,99.84,18.69,CUST511
ORD6879,11/4/2023,Europe,Furniture,81.69,15.78,CUST511
ORD1904,7/31/2022,USA,Technology,231.34,-42.64,CUST359
ORD7068,8/22/2023,asia ,Office Supplies,,-16.53,CUST511
ORD7650,5/10/2022,Asia,Technology,206.97,-30.09,CUST511
ORD8335,4/27/2023,Europe,Technology,177.99,44.78,CUST511
ORD7900,7/6/2022,US,Office Supplies,231.45,-49.3,CUST614
ORD8976,5/1/2023,US,Furniture,231.5,-45.55,CUST192
ORD2822,1/5/2023,EU,Technology,47.18,12.08,CUST512
ORD4742,3/14/2023,EU,Furniture,,9.98,CUST512
ORD5019,2/8/2023,Europe,Technology,271.13,31.72,CUST512
ORD6706,6/30/2022,US,Technology,231.78,62.9,CUST257
ORD5976,2/25/2022,EU,Office Supplies,350.98,-99.06,CUST512
ORD6163,11/23/2023,EU,Office Supplies,56.56,-7.54,CUST512
ORD7947,6/1/2022,US,Furniture,231.84,-27.76,CUST670
ORD6725,11/25/2023,EU,Technology,190.37,-14.35,CUST512
ORD2516,8/14/2022,US,Technology,232.02,-11.55,CUST878
ORD8397,11/17/2023,Europe,Office Supplies,29.8,-4.86,CUST512
ORD1631,7/1/2022,Europe,Technology,332.48,96.62,CUST513
ORD2555,12/23/2022,Europe,Technology,495.25,4.24,CUST513
ORD3288,12/14/2022,USA,Furniture,232.36,-24.47,CUST695
ORD3508,3/28/2022,Europe,Technology,445.6,-104.45,CUST513
ORD6446,2/19/2022,US,Furniture,232.51,20.46,CUST779
ORD6771,7/23/2023,USA,Technology,232.67,8.52,CUST637
ORD5315,1/20/2022,Europe,Office Supplies,199.51,42.48,CUST513
ORD6047,2/7/2022,Europe,Office Supplies,,-63.95,CUST513
ORD6196,7/22/2023,Europe,Furniture,468.7,-123.73,CUST513
ORD6319,4/16/2023,EU,Technology,159.89,13.62,CUST513
ORD7001,6/3/2023,Asia,Office Supplies,61.76,-4.65,CUST513
ORD7487,7/1/2023,asia ,Furniture,252.25,-54.19,CUST513
ORD7998,2/15/2022,Europe,Furniture,236.32,49.45,CUST513
ORD8247,11/6/2022,Asia,Furniture,121.26,4.51,CUST513
ORD8919,8/19/2023,EU,Technology,41.46,-10.96,CUST513
ORD1893,1/28/2022,USA,Furniture,233.46,39.93,CUST773
ORD2343,5/29/2022,USA,Technology,233.62,-7.85,CUST633
ORD7973,6/15/2023,US,Furniture,233.66,27,CUST751
ORD3997,4/22/2023,Asia,Technology,319.35,-79.95,CUST514
ORD3222,12/1/2023,USA,Office Supplies,233.68,13.16,CUST675
ORD4531,10/26/2023,EU,Furniture,251.71,45.55,CUST514
ORD5348,9/5/2022,Asia,Furniture,178.81,-12.62,CUST514
ORD5348,9/5/2022,Asia,Furniture,178.81,-12.62,CUST514
ORD8325,12/23/2022,US,Office Supplies,233.77,-38.69,CUST251
ORD2964,6/5/2022,US,Office Supplies,234.38,21.83,CUST766
ORD6419,7/25/2023,USA,Office Supplies,235.43,70.31,CUST799
ORD4692,1/23/2022,US,Office Supplies,236.43,-16.93,CUST938
ORD7912,3/20/2023,Asia,Furniture,241.15,-30.42,CUST514
ORD8285,4/4/2023,Europe,Office Supplies,469.13,133.33,CUST514
ORD8712,11/21/2023,US,Office Supplies,236.45,-69.81,CUST928
ORD1755,1/1/2022,EU,Office Supplies,46.97,-12.06,CUST515
ORD3633,12/19/2022,,Technology,342.88,-46.98,CUST515
ORD4647,10/17/2022,asia ,Office Supplies,359.36,88.69,CUST515
ORD4849,5/7/2023,EU,Technology,,-91.89,CUST515
ORD4885,7/20/2023,asia ,Technology,195.26,-31.05,CUST515
ORD7709,11/25/2023,Europe,Furniture,379.01,2.38,CUST515
ORD8210,12/9/2022,EU,Office Supplies,241,-35.69,CUST515
ORD8662,7/23/2022,Europe,Technology,,-89.33,CUST515
ORD2055,6/28/2022,Asia,Furniture,224.95,-32.46,CUST516
ORD2792,11/6/2022,USA,Office Supplies,236.55,-67.94,CUST508
ORD2913,1/2/2022,Asia,Furniture,495.15,74.53,CUST516
ORD4585,1/10/2023,EU,Furniture,134.01,29.1,CUST516
ORD4723,1/31/2022,EU,Furniture,72.27,8.56,CUST516
ORD4791,2/25/2023,Asia,Technology,349.78,-56.87,CUST516
ORD5103,2/7/2022,asia ,Furniture,139.76,31.92,CUST516
ORD8544,8/15/2022,Europe,Technology,27.98,2.61,CUST516
ORD8799,4/27/2022,,Office Supplies,159.52,30.58,CUST516
ORD1907,1/29/2023,Asia,Furniture,56.08,-16.01,CUST517
ORD2095,10/19/2022,Europe,Office Supplies,178.35,6.6,CUST517
ORD2336,5/10/2022,USA,Office Supplies,236.7,-50.2,CUST675
ORD2901,10/5/2023,EU,Office Supplies,187.16,16.05,CUST517
ORD4040,9/5/2022,,Technology,146.77,42.03,CUST517
ORD3052,5/4/2023,USA,Technology,236.75,61.39,CUST416
ORD5143,6/2/2022,US,Technology,236.94,-10.51,CUST656
ORD6585,10/25/2022,US,Furniture,236.98,7.75,CUST948
ORD8884,7/30/2023,USA,Furniture,237,-58.97,CUST299
ORD6257,10/14/2022,Europe,Furniture,355.6,-60.89,CUST517
ORD2068,3/17/2023,Asia,Furniture,117.77,3.84,CUST518
ORD2079,6/8/2022,EU,Furniture,327.27,28.42,CUST518
ORD3159,7/13/2023,,Furniture,100.15,-22.88,CUST518
ORD3768,9/17/2023,Europe,Technology,39.08,-1.95,CUST518
ORD4188,6/11/2022,asia ,Technology,27.2,-5.01,CUST518
ORD8563,11/18/2022,USA,Technology,237.05,-40.3,CUST861
ORD5437,11/25/2023,Asia,Technology,377.34,49.14,CUST518
ORD4783,8/27/2023,USA,Office Supplies,237.37,64.54,CUST840
ORD6324,10/25/2023,,Furniture,431.43,52.56,CUST518
ORD7161,5/2/2022,Europe,Office Supplies,145.87,12.4,CUST518
ORD8948,8/24/2022,EU,Office Supplies,163.28,-28.65,CUST518
ORD1290,2/26/2023,EU,Office Supplies,254.96,-70.08,CUST519
ORD1828,11/3/2023,asia ,Technology,148.9,-17.25,CUST519
ORD5804,10/3/2022,USA,Technology,237.44,61.54,CUST298
ORD3879,6/1/2023,Asia,Office Supplies,39.04,-1.35,CUST519
ORD4339,6/21/2022,asia ,Furniture,344.69,-101.49,CUST519
ORD4339,6/21/2022,asia ,Furniture,344.69,-101.49,CUST519
ORD5473,9/6/2023,USA,Furniture,237.48,57.61,CUST911
ORD5705,4/30/2023,EU,Technology,230.37,27.89,CUST519
ORD7801,6/19/2023,Asia,Technology,366.88,-47.26,CUST519
ORD1266,9/16/2023,Europe,Office Supplies,171.37,-47.1,CUST520
ORD3213,9/20/2022,EU,Office Supplies,367.99,-19.7,CUST520
ORD4006,1/30/2023,EU,Office Supplies,79.81,9.56,CUST520
ORD7049,5/4/2023,,Furniture,457.67,-11.25,CUST520
ORD7534,1/21/2022,Europe,Office Supplies,,36.41,CUST520
ORD7527,10/11/2022,USA,Office Supplies,238.18,31.53,CUST619
ORD1986,9/16/2022,Europe,Furniture,207.29,57.64,CUST521
ORD3480,7/8/2023,Asia,Furniture,422.6,39.75,CUST521
ORD1702,6/24/2023,US,Furniture,238.29,-40.75,CUST375
ORD3863,10/26/2023,EU,Office Supplies,59.57,-13.11,CUST521
ORD7722,9/5/2022,EU,Office Supplies,265.7,-65.59,CUST521
ORD7857,2/17/2023,EU,Office Supplies,114.78,29.35,CUST521
ORD2120,5/7/2022,US,Office Supplies,238.44,21.99,CUST333
ORD8527,5/1/2023,Europe,Technology,174.71,13.18,CUST521
ORD8572,11/25/2022,EU,Office Supplies,363.73,-87.32,CUST521
ORD1009,4/12/2023,Europe,Office Supplies,253.81,25.53,CUST522
ORD5330,12/18/2022,US,Technology,238.56,42.5,CUST289
ORD2713,8/27/2023,USA,Technology,238.6,-1.25,CUST792
ORD3097,5/13/2022,Europe,Office Supplies,264.64,-11.23,CUST522
ORD4189,12/13/2022,Europe,Office Supplies,149.74,22.66,CUST522
ORD4290,7/29/2022,asia ,Office Supplies,116.8,-33.71,CUST522
ORD3491,7/26/2023,US,Technology,239.09,14.15,CUST149
ORD7977,6/3/2022,asia ,Office Supplies,123.72,0.53,CUST522
ORD1243,11/22/2022,asia ,Furniture,161.58,-3.39,CUST523
ORD2443,6/10/2023,asia ,Furniture,94.29,-9.55,CUST523
ORD3144,2/8/2022,,Technology,383.98,-108.64,CUST523
ORD8359,2/3/2023,USA,Furniture,239.18,21.18,CUST534
ORD7455,7/16/2022,US,Technology,239.31,17.97,CUST365
ORD6279,6/12/2022,US,Furniture,239.84,-54.35,CUST718
ORD6629,11/7/2022,Europe,Office Supplies,376.27,16.06,CUST523
ORD2183,4/21/2023,US,Office Supplies,240.13,51.52,CUST355
ORD8659,4/13/2023,Asia,Furniture,350.26,17.49,CUST523
ORD3875,5/9/2023,Europe,Office Supplies,402.05,75.68,CUST524
ORD8663,7/13/2022,USA,Technology,240.22,-8.62,CUST619
ORD6151,7/21/2023,US,Technology,240.36,-16.85,CUST805
ORD2098,10/22/2023,US,Furniture,240.61,-2.34,CUST118
ORD6713,2/14/2023,Asia,Office Supplies,241.14,67.21,CUST524
ORD7443,5/23/2023,EU,Office Supplies,234.11,32.28,CUST524
ORD4377,5/1/2023,USA,Furniture,240.84,-64.76,CUST332
ORD8279,9/11/2022,Asia,Furniture,,93.09,CUST524
ORD4031,10/24/2023,US,Furniture,240.91,-1.68,CUST514
ORD8943,8/6/2022,Asia,Technology,87.94,9.08,CUST524
ORD2027,2/14/2023,Europe,Technology,251.82,-56.37,CUST525
ORD3904,6/3/2022,Asia,Office Supplies,139.33,-24.97,CUST525
ORD6389,8/25/2023,asia ,Office Supplies,388.9,80.11,CUST525
ORD7404,9/13/2023,EU,Furniture,-439.12,6.18,CUST525
ORD7899,5/9/2023,EU,Technology,37.79,2.43,CUST525
ORD8085,3/25/2022,,Office Supplies,81.75,-20.87,CUST525
ORD1242,7/6/2022,asia ,Furniture,317.43,67.61,CUST526
ORD1858,7/27/2023,Asia,Furniture,120.91,32.64,CUST526
ORD2291,6/5/2023,Europe,Office Supplies,,-60.62,CUST526
ORD7180,3/1/2023,Asia,Office Supplies,325.81,81.75,CUST526
ORD4421,5/4/2023,Europe,Office Supplies,167.71,14.75,CUST527
ORD3610,9/13/2022,USA,Furniture,241.1,-39.4,CUST180
ORD5714,8/8/2022,Europe,Office Supplies,41.39,-7.75,CUST527
ORD8769,6/18/2023,,Office Supplies,348.08,76.11,CUST527
ORD1272,3/29/2023,asia ,Technology,382.77,85.84,CUST528
ORD1619,12/8/2022,EU,Technology,449.32,-3.29,CUST528
ORD8783,11/24/2023,USA,Furniture,241.39,5.14,CUST911
ORD8783,11/24/2023,USA,Furniture,241.39,5.14,CUST911
ORD1654,5/23/2023,USA,Furniture,242.19,68.43,CUST184
ORD3019,7/12/2022,USA,Furniture,242.22,-33.39,CUST640
ORD7311,9/7/2023,EU,Furniture,292.02,-3.05,CUST528
ORD2067,7/4/2023,asia ,Technology,143.57,-34.42,CUST529
ORD3371,6/21/2023,EU,Technology,99.84,29.28,CUST529
ORD2696,5/31/2023,USA,Furniture,242.28,35.92,CUST126
ORD8679,12/17/2022,Europe,Office Supplies,339.49,79.55,CUST529
ORD3929,1/14/2023,Asia,Furniture,314.89,2.99,CUST530
ORD6784,12/29/2023,EU,Furniture,6.72,1.36,CUST530
ORD6788,11/28/2022,Europe,Office Supplies,225.94,-32.46,CUST530
ORD1163,1/28/2022,EU,Technology,15.71,-3.21,CUST531
ORD5056,1/3/2023,USA,Technology,286.44,-17.41,
ORD2233,8/17/2022,asia ,Office Supplies,207.94,-36.59,CUST531
ORD3578,2/6/2023,Asia,Furniture,397.53,-100.99,CUST531
ORD4801,6/12/2023,EU,Furniture,354.92,-92.12,CUST531
ORD7868,8/17/2023,US,Technology,243.03,-70.58,CUST618
ORD7460,5/8/2023,EU,Furniture,167.91,-39.33,CUST531
ORD8897,7/22/2022,Europe,Furniture,29.01,-0.64,CUST531
ORD6921,6/7/2023,USA,Furniture,243.16,47.41,CUST758
ORD2237,8/27/2023,asia ,Office Supplies,362.51,-61.22,CUST532
ORD3794,7/7/2022,Europe,Furniture,415.29,1.8,CUST532
ORD7298,10/8/2023,EU,Office Supplies,207.65,21.08,CUST532
ORD7769,2/6/2023,EU,Furniture,112.41,-18.11,CUST532
ORD8813,3/17/2023,Asia,Office Supplies,28.04,0.43,CUST532
ORD1038,7/9/2022,Europe,Office Supplies,8.21,-2.17,CUST533
ORD5712,4/2/2022,US,Technology,243.17,-61.08,CUST275
ORD1408,7/24/2023,USA,Office Supplies,243.37,21.61,CUST557
ORD2009,1/11/2023,Europe,Technology,302.77,-30.13,CUST533
ORD3978,11/1/2023,Europe,Furniture,377.09,63.03,CUST533
ORD6191,2/20/2023,asia ,Technology,227.31,-34.57,CUST533
ORD8157,1/8/2022,Asia,Furniture,261.53,-0.08,CUST533
ORD3946,7/13/2023,US,Furniture,243.54,-15.53,CUST217
ORD3723,11/15/2022,Europe,Furniture,192.13,-1.52,CUST534
ORD4273,11/4/2023,asia ,Office Supplies,77.69,5.43,CUST534
ORD5011,4/26/2022,Europe,Office Supplies,422.63,46.75,CUST534
ORD6086,12/13/2023,Europe,Office Supplies,321.36,-39.92,CUST534
ORD6528,4/23/2022,Asia,Technology,299.53,-21.15,CUST534
ORD6898,3/17/2023,asia ,Furniture,219.41,-19.01,CUST534
ORD6898,3/17/2023,asia ,Furniture,219.41,-19.01,CUST534
ORD7678,9/1/2023,Europe,Furniture,313.66,-27.18,CUST534
ORD6994,9/1/2022,US,Technology,243.84,-8.26,CUST611
ORD8802,6/11/2022,Europe,Technology,-232.74,58.12,CUST534
ORD2773,8/30/2023,asia ,Office Supplies,435.25,38.78,CUST535
ORD2830,9/8/2022,asia ,Office Supplies,408.73,-52.25,CUST535
ORD2830,9/8/2022,asia ,Office Supplies,408.73,-52.25,CUST535
ORD3087,1/3/2022,asia ,Office Supplies,-416.32,63.58,CUST535
ORD6180,9/25/2022,EU,Technology,216.44,-45.62,CUST535
ORD8342,8/13/2023,asia ,Office Supplies,79.56,16.87,CUST535
ORD1178,9/25/2023,Asia,Furniture,88.8,-22.28,CUST536
ORD1335,5/31/2023,USA,Technology,244.24,-50.64,CUST946
ORD2347,11/7/2023,EU,Office Supplies,13.07,2.45,CUST536
ORD5487,7/15/2022,,Office Supplies,,12.88,CUST536
ORD6143,5/13/2023,USA,Office Supplies,244.26,-41.79,CUST188
ORD6133,6/5/2022,US,Office Supplies,245.1,-39.03,CUST457
ORD1649,1/22/2023,Europe,Office Supplies,438.41,-86.79,CUST537
ORD2152,8/25/2023,EU,Technology,,-34.09,CUST537
ORD2625,12/29/2022,Europe,Technology,-57.65,16.99,CUST537
ORD4503,6/12/2022,EU,Furniture,251.14,-45.49,CUST537
ORD8194,2/26/2022,,Office Supplies,464.63,62.63,CUST537
ORD8269,8/17/2023,Europe,Office Supplies,204.44,-25.4,CUST537
ORD8006,4/28/2022,US,Furniture,245.48,-53.8,CUST820
ORD1130,4/7/2023,Asia,Furniture,175.77,-24.62,CUST538
ORD2361,5/28/2022,Europe,Technology,154.69,-4.33,CUST538
ORD3334,2/11/2022,US,Furniture,245.87,-59.81,CUST592
ORD7032,6/28/2023,Asia,Office Supplies,490.15,128.47,CUST538
ORD7481,8/4/2022,Europe,Office Supplies,228.37,-45.1,CUST538
ORD5368,6/15/2022,USA,Technology,245.98,48.1,CUST310
ORD4913,12/22/2023,US,Office Supplies,246.32,-72.28,CUST743
ORD7103,2/25/2023,USA,Office Supplies,246.59,7.99,CUST675
ORD7013,5/28/2023,US,Technology,246.96,-41.44,CUST674
ORD7689,11/14/2023,Europe,Furniture,356.24,-55.59,CUST539
ORD8276,7/23/2022,EU,Furniture,335.61,-70.03,CUST539
ORD2879,5/31/2023,Europe,Furniture,105.37,-4.02,CUST540
ORD3670,5/15/2023,Asia,Furniture,426.21,-67.07,CUST540
ORD4920,8/5/2023,asia ,Office Supplies,100.11,29.17,CUST540
ORD6229,11/7/2023,Europe,Office Supplies,66.01,13.95,CUST540
ORD1343,6/7/2022,US,Technology,247.14,-17.14,CUST327
ORD8033,2/2/2023,Europe,Technology,76.98,-3.66,CUST540
ORD6882,11/6/2023,USA,Technology,247.19,65.46,CUST785
ORD8833,2/21/2022,EU,Technology,314.3,-15.97,CUST540
ORD1605,10/15/2023,EU,Furniture,353.54,-78.19,CUST541
ORD3637,9/22/2023,EU,Office Supplies,371.04,-25.52,CUST541
ORD7083,6/8/2023,US,Office Supplies,247.2,54.51,CUST144
ORD3121,7/18/2023,US,Office Supplies,247.35,11.63,CUST609
ORD5622,10/30/2023,Asia,Furniture,496.4,-139.23,CUST541
ORD5622,10/30/2023,Asia,Furniture,496.4,-139.23,CUST541
ORD6555,11/30/2022,Europe,Technology,388.56,-99.24,CUST541
ORD6647,8/5/2023,USA,Technology,247.36,61.03,CUST721
ORD2118,11/20/2022,USA,Technology,247.4,61.61,CUST739
ORD1313,10/2/2023,EU,Furniture,343.57,3.69,CUST542
ORD3912,12/27/2023,Europe,Technology,171.81,-45.51,CUST542
ORD7303,12/18/2022,US,Technology,247.44,-34.78,CUST252
ORD4414,9/30/2023,Asia,Office Supplies,311.48,-61.43,CUST542
ORD2371,5/16/2023,US,Office Supplies,247.95,-26.24,CUST487
ORD6553,10/1/2023,Asia,Office Supplies,235.18,1.09,CUST542
ORD6857,10/3/2023,,Technology,149.02,22.69,CUST542
ORD6857,10/3/2023,,Technology,149.02,22.69,CUST542
ORD3612,10/24/2023,US,Office Supplies,248.06,-49.12,CUST625
ORD2374,10/23/2022,asia ,Office Supplies,495.24,-60.36,CUST543
ORD8109,5/29/2022,US,Office Supplies,248.18,-49.31,CUST154
ORD2662,7/15/2022,Europe,Furniture,268.08,13.4,CUST543
ORD3068,10/3/2023,Asia,Technology,254.43,-71.23,CUST543
ORD3068,10/3/2023,Asia,Technology,254.43,-71.23,CUST543
ORD3456,11/24/2023,,Office Supplies,450.42,75.57,CUST543
ORD4445,4/21/2022,Asia,Furniture,199.48,33.54,CUST543
ORD4520,1/22/2022,US,Furniture,248.28,-71.55,CUST920
ORD6569,7/30/2023,EU,Furniture,259.69,31.7,CUST543
ORD5700,4/25/2023,US,Office Supplies,248.96,-39.62,CUST462
ORD8381,3/1/2023,USA,Technology,249.09,-53.48,CUST902
ORD6428,7/10/2023,US,Technology,249.14,-54.22,CUST724
ORD4433,12/7/2022,US,Office Supplies,249.32,-14.4,CUST443
ORD8996,12/31/2022,EU,Furniture,209.93,-31.17,CUST543
ORD1186,11/14/2022,Asia,Office Supplies,,-3.32,CUST544
ORD2627,11/1/2023,Asia,Furniture,188.26,10.52,CUST544
ORD4859,9/24/2022,USA,Technology,249.39,-70.68,CUST446
ORD3789,11/9/2022,Asia,Office Supplies,,-2.05,CUST544
ORD3981,9/17/2022,US,Office Supplies,249.78,-42.81,CUST781
ORD6568,3/24/2023,Europe,Furniture,363.64,-93.33,CUST544
